,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Match Number,Alliance,Robot #,Team,Has Entry,No Show,Starting Position,Auto Primary Role,Auto Secondary Role,Auto Fuel %,Auto Fuel % Alliance,Auto Fuel Alliance,Auto Fuel Team,Auto % Shooting,Auto Max Fuel Possible,Won Auto,Transition Primary Role,Transition Secondary Role,Transition Fuel %,Transition Fuel % Alliance,Transition Fuel Alliance,Transition Fuel Team,Transition % Shooting,Transition Max Fuel Possible,Shift 1 Primary Role,Shift 1 Secondary Role,Shift 1 Fuel %,Shift 1 Fuel % Alliance,Shift 1 Fuel Alliance,Shift 1 Fuel Team,Shift 1 % Shooting,Shift 1 Max Fuel Possible,Shift 2 Primary Role,Shift 2 Secondary Role,Shift 2 Fuel %,Shift 2 Fuel % Alliance,Shift 2 Fuel Alliance,Shift 2 Fuel Team,Shift 2 % Shooting,Shift 2 Max Fuel Possible,Shift 3 Primary Role,Shift 3 Secondary Role,Shift 3 Fuel %,Shift 3 Fuel % Alliance,Shift 3 Fuel Alliance,Shift 3 Fuel Team,Shift 3 % Shooting,Shift 3 Max Fuel Possible,Shift 4 Primary Role,Shift 4 Secondary Role,Shift 4 Fuel %,Shift 4 Fuel % Alliance,Shift 4 Fuel Alliance,Shift 4 Fuel Team,Shift 4 % Shooting,Shift 4 Max Fuel Possible,Endgame Primary Role,Endgame Secondary Role,Endgame Fuel %,Endgame Fuel % Alliance,Endgame Fuel Alliance,Endgame Fuel Team,Endgame % Shooting,Endgame Max Fuel Possible,Tele-Op Max Fuel Possible,Total Fuel Scored,Auto Climb Attempt,Auto Climb Success,Tele-Op Climb Attempt,Tele-Op Climb Success,Shooter Rating,Passer Rating,Intake Rating,Driver Rating,Defense Avoidance Rating,Defense Rating,Notes,Recent Match
56,Blue,2,836,1,,Left Trench,Intake from Neutral Zone,Score,50%,100%,59,29.50,33.3%,88.59,TRUE,Intake from Neutral Zone,Score,40%,100%,54,21.60,33.3%,64.86,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,60%,100%,133,79.80,100%,79.80,Idle,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,70%,100%,105,73.50,100%,73.50,Score,Intake from Neutral Zone,60%,100%,63,37.80,66.7%,56.67,363.43,242.20,Not Attempted,None,Not Attempted,None,4,5,5,5,2,0,tuff,TRUE
56,Blue,3,3136,0,,,,,0%,100%,59,0.00,0%,0.00,TRUE,,,0%,100%,54,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,133,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,105,0.00,0%,0.00,,,0%,100%,63,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
56,Red,1,3258,0,,,,,0%,100%,47,0.00,0%,0.00,FALSE,,,0%,100%,11,0.00,0%,0.00,,,0%,100%,24,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,36,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,83,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
56,Red,2,122,1,,Left Trench,Intake from Neutral Zone,Score,60%,100%,47,28.20,33.3%,84.68,FALSE,Score,None,80%,100%,11,8.80,100%,8.80,Intake from Neutral Zone,Score,80%,100%,24,19.20,33.3%,57.66,Intake from Neutral Zone,Pass,80%,100%,0,0.00,0%,0.00,Score,None,0%,100%,36,0.00,100%,0.00,Intake from Neutral Zone,Pass,80%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,80%,100%,83,66.40,66.7%,99.55,250.69,122.60,Not Attempted,None,Not Attempted,None,4,4,4,4,0,0,Only robot on alliance actually shooting.,FALSE
56,Red,3,2537,1,,Right Trench,Score,None,30%,100%,47,14.10,100%,14.10,FALSE,Score,None,30%,100%,11,3.30,100%,3.30,Score,None,30%,100%,24,7.20,100%,7.20,Score,None,30%,100%,0,0.00,100%,0.00,Score,None,0%,100%,36,0.00,100%,0.00,Score,None,30%,100%,0,0.00,100%,0.00,Score,None,30%,100%,83,24.90,100%,24.90,49.50,49.50,Not Attempted,None,Not Attempted,None,3,0,2,3,0,0,,TRUE
57,Blue,1,620,1,,Hub,Score,None,0%,90%,19,0.00,100%,0.00,FALSE,Intake from Neutral Zone,None,0%,80%,5,0.00,0%,0.00,Intake from Neutral Zone,None,0%,0%,3,1.00,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,10,3.33,0%,0.00,Defense,None,0%,0%,0,0.00,0%,0.00,Pass,None,0%,100%,43,0.00,0%,0.00,0.00,4.33,Not Attempted,None,Not Attempted,None,2,3,1,2,0,3,Very cluless at times. Bad feeder.,TRUE
57,Blue,2,2421,1,,Left Trench,Intake from Neutral Zone,Score,20%,90%,19,4.22,33.3%,12.68,FALSE,Score,Idle,80%,80%,5,5.00,66.7%,7.50,Intake from Neutral Zone,Pass,0%,0%,3,1.00,0%,0.00,Pass,Defense,0%,0%,0,0.00,0%,0.00,Pass,Pass,0%,0%,10,3.33,0%,0.00,Pass,Pass,0%,0%,0,0.00,0%,0.00,Pass,Defense,0%,100%,43,0.00,0%,0.00,20.18,13.56,Not Attempted,None,Not Attempted,None,1,3,3,3,1,1,only passed with exception of auto,TRUE
57,Blue,3,2890,1,,Right Trench,Score,None,70%,90%,19,14.78,100%,14.78,FALSE,Score,None,0%,80%,5,0.00,100%,0.00,Score,None,0%,0%,3,1.00,100%,1.00,Score,None,0%,0%,0,0.00,100%,0.00,Score,None,0%,0%,10,3.33,100%,3.33,Score,Pass,0%,0%,0,0.00,66.7%,0.00,Score,None,100%,100%,43,43.00,100%,43.00,62.11,62.11,L1 Attempted,Level1,L1 Attempted,Level1,3,0,3,4,2,0,,FALSE
57,Red,1,2068,1,,Hub,Score,Score,20%,130%,77,11.85,100%,11.85,TRUE,Intake from Neutral Zone,None,0%,110%,18,0.00,0%,0.00,Pass,Pass,0%,110%,0,0.00,0%,0.00,Defense,Defense,0%,110%,158,0.00,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Pass,Pass,0%,120%,111,0.00,0%,0.00,Score,Pass,10%,140%,88,6.29,66.7%,9.42,21.27,18.13,Not Attempted,None,Not Attempted,None,0,0,0,3,0,4,Good defense when done but only did for 5 seconds ,FALSE
57,Red,2,11415,1,,Right Trench,Intake from Neutral Zone,Score,40%,130%,77,23.69,33.3%,71.15,TRUE,Score,None,40%,110%,18,6.55,100%,6.55,Intake from Neutral Zone,Pass,40%,110%,0,0.00,0%,0.00,Score,None,40%,110%,158,57.45,100%,57.45,Pass,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,40%,120%,111,37.00,66.7%,55.47,Score,Intake from Neutral Zone,50%,140%,88,31.43,66.7%,47.12,237.74,156.12,Not Attempted,None,Not Attempted,None,5,5,4,5,0,0,Really good at everything and with help it is a really good robot.,TRUE
57,Red,3,1731,1,,Left Trench,Score,None,70%,130%,77,41.46,100%,41.46,TRUE,Score,None,70%,110%,18,11.45,100%,11.45,Pass,None,70%,110%,0,0.00,0%,0.00,Score,None,70%,110%,158,100.55,100%,100.55,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,80%,120%,111,74.00,100%,74.00,Score,None,80%,140%,88,50.29,100%,50.29,277.75,277.75,Not Attempted,None,Not Attempted,None,4,3,4,3,0,0,,TRUE
58,Blue,1,5724,1,,Hub,Idle,None,0%,130%,57,0.00,0%,0.00,FALSE,Idle,None,0%,120%,22,0.00,0%,0.00,Pass,None,0%,100%,86,0.00,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,58,19.33,0%,0.00,Idle,None,0%,10%,0,0.00,0%,0.00,Idle,None,0%,130%,106,0.00,0%,0.00,0.00,19.33,Not Attempted,None,Not Attempted,None,0,3,1,4,0,0,Passed the ball only. ,FALSE
58,Blue,2,346,1,,Right Trench,Intake from Neutral Zone,Score,80%,130%,57,35.08,33.3%,105.34,FALSE,Intake from Neutral Zone,Score,70%,120%,22,12.83,33.3%,38.54,Intake from Neutral Zone,Score,60%,100%,86,51.60,33.3%,154.95,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,0%,58,19.33,66.7%,28.99,Intake from Neutral Zone,Pass,0%,10%,0,0.00,0%,0.00,Score,Score,70%,130%,106,57.08,100%,57.08,384.89,175.92,Not Attempted,None,Not Attempted,None,5,0,4,3,0,0,great shooter,FALSE
58,Blue,3,10224,1,,Left Trench,Score,None,50%,130%,57,21.92,100%,21.92,FALSE,Score,None,50%,120%,22,9.17,100%,9.17,Intake from Neutral Zone,None,40%,100%,86,34.40,0%,0.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,0%,58,19.33,66.7%,28.99,Intake from Neutral Zone,None,10%,10%,0,0.00,0%,0.00,Score,None,60%,130%,106,48.92,100%,48.92,109.00,133.75,Not Attempted,None,Not Attempted,None,4,0,4,4,3,0,,TRUE
58,Red,1,11318,1,,Hub,Intake from Neutral Zone,Score,10%,80%,69,8.63,33.3%,25.90,TRUE,Intake from Neutral Zone,Intake from Neutral Zone,0%,60%,1,0.00,0%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,80%,0,0.00,0%,0.00,Score,Score,10%,90%,95,10.56,100%,10.56,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,90%,89,0.00,0%,0.00,Defense,Defense,0%,90%,66,0.00,0%,0.00,36.46,19.18,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,TRUE
58,Red,2,5243,1,,Right Bump,Score,None,20%,80%,69,17.25,100%,17.25,TRUE,Intake from Neutral Zone,None,0%,60%,1,0.00,0%,0.00,Score,None,30%,80%,0,0.00,100%,0.00,Intake from Neutral Zone,None,30%,90%,95,31.67,0%,0.00,Score,None,0%,0%,0,0.00,100%,0.00,Idle,None,30%,90%,89,29.67,0%,0.00,Score,None,30%,90%,66,22.00,100%,22.00,39.25,100.58,Not Attempted,Level1,Not Attempted,None,2,0,1,2,0,0,Intake was a hole in their robot it worked but not well and they had a slow turret.,TRUE
58,Red,3,4099,1,,Left Trench,Score,None,50%,80%,69,43.12,100%,43.12,TRUE,Score,None,60%,60%,1,1.00,100%,1.00,Intake from Neutral Zone,None,50%,80%,0,0.00,0%,0.00,Score,None,50%,90%,95,52.78,100%,52.78,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,60%,90%,89,59.33,100%,59.33,Score,None,60%,90%,66,44.00,100%,44.00,200.24,200.24,Not Attempted,None,Not Attempted,None,4,0,3,4,0,0,Pretty good,TRUE
59,Blue,1,3361,1,,Hub,Idle,None,0%,60%,35,0.00,0%,0.00,TRUE,Intake from Neutral Zone,None,0%,40%,16,0.00,0%,0.00,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,10%,100%,79,7.90,100%,7.90,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,10%,80%,67,8.38,100%,8.38,Defense,None,0%,100%,68,0.00,0%,0.00,16.28,16.28,Not Attempted,None,Not Attempted,None,1,3,1,2,0,1,👎,TRUE
59,Blue,2,540,1,,Right Trench,Intake from Neutral Zone,Score,40%,60%,35,23.33,33.3%,70.07,TRUE,Score,Intake from Neutral Zone,40%,40%,16,16.00,66.7%,23.99,Defense,Defense,0%,0%,0,0.00,0%,0.00,Score,Score,50%,100%,79,39.50,100%,39.50,Defense,Defense,0%,0%,0,0.00,0%,0.00,Score,Score,30%,80%,67,25.12,100%,25.12,Score,Intake from Neutral Zone,60%,100%,68,40.80,66.7%,61.17,219.85,144.76,Not Attempted,None,Not Attempted,None,3,0,4,4,0,4,locking us down,TRUE
59,Blue,3,1262,1,true,Left Trench,Score,None,20%,60%,35,11.67,100%,11.67,TRUE,Score,None,0%,40%,16,0.00,100%,0.00,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,100%,79,31.60,100%,31.60,Intake from Neutral Zone,Score,0%,0%,0,0.00,33.3%,0.00,Score,None,40%,80%,67,33.50,100%,33.50,Intake from Neutral Zone,None,40%,100%,68,27.20,0%,0.00,76.77,103.97,Not Attempted,None,Not Attempted,None,3,0,3,4,2,0,,TRUE
59,Red,1,9072,1,,Left Bump,Intake from Neutral Zone,Score,0%,20%,27,0.00,33.3%,0.00,FALSE,Intake from Neutral Zone,Score,30%,80%,2,0.75,33.3%,2.25,Intake from Neutral Zone,Intake from Neutral Zone,0%,50%,59,0.00,0%,0.00,Score,Score,50%,70%,0,0.00,100%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,86,28.67,0%,0.00,Score,Score,50%,60%,0,0.00,100%,0.00,Score,Score,50%,110%,112,50.91,100%,50.91,53.16,80.33,Not Attempted,None,Not Attempted,None,5,0,5,5,0,0,Auto broke lol,TRUE
59,Red,2,686,1,,Right Trench,Intake from Neutral Zone,Score,10%,20%,27,13.50,33.3%,40.54,FALSE,Intake from Neutral Zone,Score,40%,80%,2,1.00,33.3%,3.00,Intake from Neutral Zone,Score,40%,50%,59,47.20,33.3%,141.74,Intake from Neutral Zone,None,0%,70%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,0%,0%,86,28.67,66.7%,42.98,Intake from Neutral Zone,None,0%,60%,0,0.00,0%,0.00,Score,None,60%,110%,112,61.09,100%,61.09,289.35,151.46,Not Attempted,None,Not Attempted,None,5,0,5,5,0,0,Really good at the beginning it wasn’t shooting to many and at the end it started getting a lot of balls in fast.,TRUE
59,Red,3,5587,1,,Hub,Score,None,10%,20%,27,13.50,100%,13.50,FALSE,Score,None,10%,80%,2,0.25,100%,0.25,Score,None,10%,50%,59,11.80,100%,11.80,Score,None,20%,70%,0,0.00,100%,0.00,Idle,None,0%,0%,86,28.67,0%,0.00,Idle,None,10%,60%,0,0.00,0%,0.00,Idle,None,0%,110%,112,0.00,0%,0.00,25.55,54.22,Not Attempted,None,Not Attempted,None,2,0,0,2,0,0,Mid,TRUE
60,Blue,1,5549,1,,Left Trench,Intake from Neutral Zone,Score,50%,100%,57,28.50,33.3%,85.59,TRUE,Score,None,90%,110%,42,34.36,100%,34.36,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,50%,90%,91,50.56,100%,50.56,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,50%,90%,99,55.00,100%,55.00,Score,Intake from Neutral Zone,50%,90%,83,46.11,66.7%,69.13,294.64,214.53,Not Attempted,None,Not Attempted,None,4,4,3,4,0,0,"👍shooter, 👍passing, mid intake. 👍 strategy.",TRUE
60,Blue,2,619,1,,Right Trench,Intake from Neutral Zone,Score,40%,100%,57,22.80,33.3%,68.47,TRUE,Score,Score,20%,110%,42,7.64,100%,7.64,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,40%,90%,91,40.44,100%,40.44,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,40%,90%,99,44.00,100%,44.00,Intake from Neutral Zone,Score,40%,90%,83,36.89,33.3%,110.78,271.33,151.77,Not Attempted,None,Not Attempted,None,3,5,4,3,3,0,,FALSE
60,Blue,3,10679,1,,Hub,Score,None,10%,100%,57,5.70,100%,5.70,TRUE,Defense,Score,0%,110%,42,0.00,33.3%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,90%,91,0.00,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,90%,99,0.00,0%,0.00,Defense,Defense,0%,90%,83,0.00,0%,0.00,5.70,5.70,Not Attempted,None,Not Attempted,None,1,0,0,2,0,2,Slow drivetrain ,TRUE
60,Red,1,1389,1,,Right Bump,Intake from Neutral Zone,Score,10%,60%,43,7.17,33.3%,21.52,FALSE,Score,Score,10%,10%,8,8.00,100%,8.00,Score,Score,20%,80%,51,12.75,100%,12.75,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,Score,0%,0%,64,21.33,100%,21.33,Intake from Neutral Zone,Intake from Neutral Zone,0%,60%,0,0.00,0%,0.00,Score,Score,80%,130%,34,20.92,100%,20.92,84.53,70.17,Not Attempted,None,Not Attempted,None,0,0,0,3,0,0,They are pretty slow and mid ,TRUE
60,Red,2,8590,1,,Hub,Idle,None,0%,60%,43,0.00,0%,0.00,FALSE,Idle,None,0%,10%,8,0.00,0%,0.00,Score,None,10%,80%,51,6.38,100%,6.38,Defense,None,0%,0%,0,0.00,0%,0.00,Intake from Neutral Zone,None,0%,0%,64,21.33,0%,0.00,Defense,None,0%,60%,0,0.00,0%,0.00,Defense,None,0%,130%,34,0.00,0%,0.00,6.38,27.71,Not Attempted,None,Not Attempted,None,1,0,1,1,1,1,Can be defended very easily defense from it doesn’t do much shooting is slow and if moved will be unable to shoot.,TRUE
60,Red,3,401,1,,Left Trench,Score,None,50%,60%,43,35.83,100%,35.83,FALSE,Pass,None,0%,10%,8,0.00,0%,0.00,Score,None,50%,80%,51,31.87,100%,31.87,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,64,21.33,100%,21.33,Intake from Neutral Zone,None,60%,60%,0,0.00,0%,0.00,Score,None,50%,130%,34,13.08,100%,13.08,102.12,102.12,Not Attempted,None,Not Attempted,None,4,0,4,4,0,0,Pretty good lowk. ,TRUE
61,Blue,1,2106,1,,Right Trench,Intake from Neutral Zone,Score,40%,60%,51,34.00,33.3%,102.10,TRUE,Intake from Neutral Zone,Score,30%,130%,31,7.15,33.3%,21.48,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,110%,119,43.27,100%,43.27,Score,None,0%,0%,0,0.00,100%,0.00,Intake from Neutral Zone,None,0%,60%,124,0.00,0%,0.00,Score,None,60%,110%,116,63.27,100%,63.27,230.13,147.70,Not Attempted,None,Not Attempted,None,5,2,4,4,1,0,Amazing shooter and intake. Good strategy.,TRUE
61,Blue,2,1111,1,,Hub,Idle,Idle,0%,60%,51,0.00,0%,0.00,TRUE,Idle,Score,0%,130%,31,0.00,33.3%,0.00,Defense,Idle,0%,0%,0,0.00,0%,0.00,Idle,Defense,0%,110%,119,0.00,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Defense,Defense,0%,60%,124,0.00,0%,0.00,Defense,Pass,0%,110%,116,0.00,0%,0.00,0.00,0.00,Not Attempted,None,Not Attempted,None,1,2,0,2,0,2, got penalties worth 20 points,TRUE
61,Blue,3,422,1,,Left Trench,Score,None,20%,60%,51,17.00,100%,17.00,TRUE,Score,None,100%,130%,31,23.85,100%,23.85,Score,Pass,0%,0%,0,0.00,66.7%,0.00,Score,None,70%,110%,119,75.73,100%,75.73,Score,Pass,0%,0%,0,0.00,66.7%,0.00,Score,None,60%,60%,124,124.00,100%,124.00,Score,Intake from Neutral Zone,50%,110%,116,52.73,66.7%,79.05,319.62,293.30,Not Attempted,None,Not Attempted,None,5,4,5,5,3,0,Wastes almost no time on anything,TRUE
61,Red,1,2377,1,,Left Trench,Intake from Neutral Zone,Pass,0%,0%,23,7.67,0%,0.00,FALSE,Intake from Neutral Zone,Score,40%,40%,1,1.00,33.3%,3.00,Score,Score,50%,70%,41,29.29,100%,29.29,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Score,Score,0%,0%,46,15.33,100%,15.33,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,0,0.00,0%,0.00,Idle,Idle,0%,40%,33,0.00,0%,0.00,47.62,53.29,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,Shut downed ,TRUE
61,Red,2,1727,1,,Right Trench,Intake from Neutral Zone,None,0%,0%,23,7.67,0%,0.00,FALSE,Intake from Neutral Zone,None,0%,40%,1,0.00,0%,0.00,Intake from Neutral Zone,Score,20%,70%,41,11.71,33.3%,35.18,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,46,15.33,100%,15.33,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Defense,40%,40%,33,33.00,66.7%,49.48,99.99,67.71,Not Attempted,None,Not Attempted,None,4,5,4,4,1,0,Can’t do much about getting defended so if you have a good defense they can’t do much.,TRUE
61,Red,3,11425,1,,Hub,Idle,None,0%,0%,23,7.67,0%,0.00,FALSE,Idle,None,0%,40%,1,0.00,0%,0.00,Idle,None,0%,70%,41,0.00,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,0%,46,15.33,0%,0.00,Idle,None,0%,0%,0,0.00,0%,0.00,Idle,None,0%,40%,33,0.00,0%,0.00,0.00,23.00,Not Attempted,None,Not Attempted,None,0,0,1,1,0,0,Terrible.,TRUE
62,Blue,1,1908,1,,Right Trench,Intake from Neutral Zone,Score,70%,120%,67,39.08,33.3%,117.37,FALSE,Score,None,50%,90%,18,10.00,100%,10.00,Pass,Score,50%,80%,57,35.62,33.3%,106.98,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,None,0%,0%,118,39.33,100%,39.33,Pass,None,0%,0%,0,0.00,0%,0.00,Score,None,70%,100%,85,59.50,100%,59.50,333.18,183.54,Not Attempted,None,Not Attempted,None,5,4,4,4,3,0,Amazing robot. Amazing shooter. Amazing intake. Great strategy.,TRUE
62,Blue,2,4472,1,,Left Trench,Intake from Neutral Zone,Score,50%,120%,67,27.92,33.3%,83.83,FALSE,Score,Intake from Neutral Zone,40%,90%,18,8.00,66.7%,11.99,Score,Score,30%,80%,57,21.37,100%,21.37,Intake from Neutral Zone,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,0%,0%,118,39.33,100%,39.33,Pass,Pass,0%,0%,0,0.00,0%,0.00,Score,Score,30%,100%,85,25.50,100%,25.50,182.04,122.12,Not Attempted,None,Not Attempted,None,3,4,4,3,0,1,,FALSE
62,Blue,3,1719,1,,Hub,Score,None,0%,120%,67,0.00,100%,0.00,FALSE,Pass,None,0%,90%,18,0.00,0%,0.00,Defense,None,0%,80%,57,0.00,0%,0.00,Defense,Pass,0%,0%,0,0.00,0%,0.00,Defense,Pass,0%,0%,118,39.33,0%,0.00,Pass,Defense,0%,0%,0,0.00,0%,0.00,Pass,Defense,0%,100%,85,0.00,0%,0.00,0.00,39.33,Not Attempted,None,Not Attempted,None,1,2,0,3,0,3,,TRUE
62,Red,1,339,1,,Hub,Score,Score,10%,100%,82,8.20,100%,8.20,TRUE,Intake from Neutral Zone,Pass,0%,100%,14,0.00,0%,0.00,Intake from Neutral Zone,None,0%,100%,0,0.00,0%,0.00,Intake from Neutral Zone,Intake from Neutral Zone,0%,100%,48,0.00,0%,0.00,Defense,Defense,0%,0%,0,0.00,0%,0.00,Idle,None,0%,90%,35,0.00,0%,0.00,Defense,Idle,0%,90%,61,0.00,0%,0.00,8.20,8.20,Not Attempted,None,Not Attempted,None,0,0,0,2,0,0,,TRUE
62,Red,2,614,1,,Left Bump,Intake from Neutral Zone,Score,30%,100%,82,24.60,33.3%,73.87,TRUE,Intake from Neutral Zone,None,30%,100%,14,4.20,0%,0.00,Intake from Neutral Zone,Pass,30%,100%,0,0.00,0%,0.00,Score,None,40%,100%,48,19.20,100%,19.20,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,90%,35,15.56,100%,15.56,Intake from Neutral Zone,Score,40%,90%,61,27.11,33.3%,81.41,190.04,90.67,Not Attempted,None,Not Attempted,None,4,4,3,4,0,0,How it was the every time nothing changed.,TRUE
62,Red,3,2199,1,,Right Bump,Score,None,60%,100%,82,49.20,100%,49.20,TRUE,Score,None,70%,100%,14,9.80,100%,9.80,Intake from Neutral Zone,None,70%,100%,0,0.00,0%,0.00,Score,None,60%,100%,48,28.80,100%,28.80,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,50%,90%,35,19.44,100%,19.44,Score,None,50%,90%,61,33.89,100%,33.89,141.13,141.13,Not Attempted,None,Not Attempted,None,4,0,4,4,0,0,,TRUE
63,Blue,1,3939,1,,Hub,Score,None,90%,100%,28,25.20,100%,25.20,TRUE,Intake from Neutral Zone,None,0%,100%,11,0.00,0%,0.00,Pass,None,0%,100%,0,0.00,0%,0.00,Score,None,40%,100%,78,31.20,100%,31.20,Defense,None,0%,100%,0,0.00,0%,0.00,Score,None,60%,100%,43,25.80,100%,25.80,Intake from Neutral Zone,Score,60%,100%,40,24.00,33.3%,72.07,154.27,106.20,Not Attempted,None,Not Attempted,None,4,4,3,3,0,2,Above average. Great shooter. Ok intake.,FALSE
63,Blue,2,10004,1,,Right Trench,Intake from Neutral Zone,Score,0%,100%,28,0.00,33.3%,0.00,TRUE,Score,Intake from Neutral Zone,0%,100%,11,0.00,66.7%,0.00,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Intake from Neutral Zone,30%,100%,78,23.40,66.7%,35.08,Intake from Neutral Zone,Pass,0%,100%,0,0.00,0%,0.00,Score,Score,10%,100%,43,4.30,100%,4.30,Idle,Intake from Neutral Zone,0%,100%,40,0.00,0%,0.00,39.38,27.70,Not Attempted,None,Not Attempted,None,2,3,3,2,0,1,,FALSE
63,Blue,3,1086,0,,,,,0%,100%,28,0.00,0%,0.00,TRUE,,,0%,100%,11,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,78,0.00,0%,0.00,,,0%,100%,0,0.00,0%,0.00,,,0%,100%,43,0.00,0%,0.00,,,0%,100%,40,0.00,0%,0.00,0.00,0.00,,None,,None,,,,,,,,TRUE
63,Red,1,5804,1,,Right Bump,Intake from Neutral Zone,Idle,0%,0%,20,6.67,0%,0.00,FALSE,Intake from Neutral Zone,Intake from Neutral Zone,0%,0%,12,4.00,0%,0.00,Score,Score,20%,70%,16,4.57,100%,4.57,Idle,Idle,0%,30%,0,0.00,0%,0.00,Idle,Idle,0%,0%,20,6.67,0%,0.00,Idle,Idle,0%,0%,0,0.00,0%,0.00,Idle,Idle,0%,60%,3,0.00,0%,0.00,4.57,21.90,Not Attempted,None,Not Attempted,None,0,0,0,1,0,0,Shut downed ,TRUE
63,Red,2,9033,1,,Left Trench,Intake from Neutral Zone,None,0%,0%,20,6.67,0%,0.00,FALSE,Idle,None,0%,0%,12,4.00,0%,0.00,Score,None,30%,70%,16,6.86,100%,6.86,Intake from Neutral Zone,Pass,30%,30%,0,0.00,0%,0.00,Score,None,0%,0%,20,6.67,100%,6.67,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,40%,60%,3,2.00,100%,2.00,15.52,26.19,Not Attempted,None,Not Attempted,None,3,0,3,3,0,0,Did a lot compared to the rest of it’s teammates.,TRUE
63,Red,3,1895,1,,Hub,Idle,None,0%,0%,20,6.67,0%,0.00,FALSE,Intake from Neutral Zone,None,0%,0%,12,4.00,0%,0.00,Score,None,20%,70%,16,4.57,100%,4.57,Intake from Neutral Zone,None,0%,30%,0,0.00,0%,0.00,Score,None,0%,0%,20,6.67,100%,6.67,Intake from Neutral Zone,None,0%,0%,0,0.00,0%,0.00,Score,None,20%,60%,3,1.00,100%,1.00,12.24,22.90,Not Attempted,None,Not Attempted,None,3,0,2,3,0,0,,FALSE
